tag,reference,seed,condition,delta_macro_f1,new_errors,repaired_errors
combined23,distribution20,7,uniform_quarter_1,0.0013454474496736868,531,631
combined23,distribution20,17,uniform_quarter_1,0.0008026638421736454,494,559
combined23,distribution20,37,uniform_quarter_1,-0.00018539508104598035,535,523
combined23,distribution20,7,uniform_quarter_2,0.002273561558183479,499,671
combined23,distribution20,17,uniform_quarter_2,-0.0002068281591235399,568,556
combined23,distribution20,37,uniform_quarter_2,0.00023093063801837843,534,554
combined23,distribution20,7,central_half,0.0009765762671127831,372,447
combined23,distribution20,17,central_half,0.0014593155554956105,336,450
combined23,distribution20,37,central_half,0.001873280946606326,304,450
combined23,distribution20,7,xy_fraction6,0.00010147514237579536,328,334
combined23,distribution20,17,xy_fraction6,8.069850737557616e-05,325,331
combined23,distribution20,37,xy_fraction6,-0.0005321481526245897,323,283
combined23,distribution20,7,xy_fraction4,-3.0093472386361064e-05,337,333
combined23,distribution20,17,xy_fraction4,0.00014701871122246857,315,326
combined23,distribution20,37,xy_fraction4,-0.0005577343951023161,331,289
combined23,distribution20,7,kept_single,0.0019601749691762205,743,886
combined23,distribution20,17,kept_single,0.0015273262071178184,666,791
combined23,distribution20,37,kept_single,0.0006193758954642359,615,666
combined23,distribution20,7,sparse_single,0.00018199451422706847,722,743
combined23,distribution20,17,sparse_single,-0.0007723789606388642,661,586
combined23,distribution20,37,sparse_single,0.000760872630606757,582,656
combined23,distribution20,7,sparse_context,0.000753045433928845,524,599
combined23,distribution20,17,sparse_context,-0.00045868099514900784,575,530
combined23,distribution20,37,sparse_context,-0.0018494413763620043,652,471
combined23,redundant23,7,clean,0.003194174693374241,349,591
combined23,redundant23,17,clean,0.003896769164632108,354,651
combined23,redundant23,37,clean,0.0030683110026319405,421,655
combined23,redundant23,7,uniform_half_0,0.002469955395969947,469,656
combined23,redundant23,17,uniform_half_0,0.003015694315108508,514,745
combined23,redundant23,37,uniform_half_0,0.002423986078619378,536,720
combined23,redundant23,7,uniform_half_1,0.0031054446668297153,471,707
combined23,redundant23,17,uniform_half_1,0.003006787080780171,538,769
combined23,redundant23,37,uniform_half_1,0.0024942178359257383,530,720
combined23,redundant23,7,uniform_half_2,0.0036653702183031545,447,726
combined23,redundant23,17,uniform_half_2,0.0029277176452401354,518,743
combined23,redundant23,37,uniform_half_2,0.0032819053530130926,499,748
combined23,redundant23,7,uniform_quarter_0,0.0018095122782244566,631,768
combined23,redundant23,17,uniform_quarter_0,0.002146442105936286,685,854
combined23,redundant23,37,uniform_quarter_0,0.0020214188472419403,669,822
combined23,redundant23,7,uniform_quarter_1,0.0008852821535521027,681,748
combined23,redundant23,17,uniform_quarter_1,0.002757526293445167,646,862
combined23,redundant23,37,uniform_quarter_1,0.0008585337403508309,729,793
combined23,redundant23,7,uniform_quarter_2,0.0013477211764358898,655,757
combined23,redundant23,17,uniform_quarter_2,0.002976613355838542,665,898
combined23,redundant23,37,uniform_quarter_2,0.0013298559555723344,703,803
combined23,redundant23,7,central_half,0.005187940146999637,467,870
combined23,redundant23,17,central_half,0.007472273160006759,406,988
combined23,redundant23,37,central_half,0.00568704630358563,461,902
combined23,redundant23,7,xy_fraction6,0.0031945680287839284,349,591
combined23,redundant23,17,xy_fraction6,0.003870104942661934,357,652
combined23,redundant23,37,xy_fraction6,0.003094865835331362,419,655
combined23,redundant23,7,xy_fraction4,0.0032861499830897367,355,604
combined23,redundant23,17,xy_fraction4,0.004014951293074498,354,660
combined23,redundant23,37,xy_fraction4,0.003056008432614443,423,656
combined23,redundant23,7,kept_single,-0.003498225608295269,1057,788
combined23,redundant23,17,kept_single,0.0009246820252020171,878,960
combined23,redundant23,37,kept_single,-0.000207746926226271,865,848
combined23,redundant23,7,sparse_single,-0.0035985648614886845,1049,696
combined23,redundant23,17,sparse_single,-0.0009557627807097457,897,802
combined23,redundant23,37,sparse_single,0.0004706299323534724,748,794
combined23,redundant23,7,sparse_context,0.002361081301687884,578,808
combined23,redundant23,17,sparse_context,0.0026562913550000067,687,944
combined23,redundant23,37,sparse_context,0.0010042097280092976,718,815
base16,A,7,clean,0.0009768459031052057,393,467
base16,A,17,clean,-0.0012634600526900686,541,442
base16,A,37,clean,0.0019564775029623505,421,574
base16,A,7,uniform_half_0,0.001924622634430606,521,664
base16,A,17,uniform_half_0,0.002064709958286337,626,776
base16,A,37,uniform_half_0,0.003798924174778895,529,822
base16,A,7,uniform_half_1,0.0030802522076056604,535,765
base16,A,17,uniform_half_1,0.0017893151695169696,646,775
base16,A,37,uniform_half_1,0.0050715641222585095,480,870
base16,A,7,uniform_half_2,0.001672425497327712,548,671
base16,A,17,uniform_half_2,0.0014068091711378905,651,751
base16,A,37,uniform_half_2,0.004039594567035065,516,827
base16,A,7,uniform_quarter_0,0.010227499135951335,697,1464
base16,A,17,uniform_quarter_0,0.011738744725586336,770,1642
base16,A,37,uniform_quarter_0,0.014601168640130502,551,1658
base16,A,7,uniform_quarter_1,0.008909654757585761,709,1375
base16,A,17,uniform_quarter_1,0.011951201555348234,803,1690
base16,A,37,uniform_quarter_1,0.014921770484843666,547,1678
base16,A,7,uniform_quarter_2,0.008899157032454474,703,1368
base16,A,17,uniform_quarter_2,0.011024625247480269,839,1654
base16,A,37,uniform_quarter_2,0.014698119608127502,569,1683
base16,A,7,central_half,0.011595944500888855,446,1353
base16,A,17,central_half,0.011042263296251131,577,1439
base16,A,37,central_half,0.016778031794825066,350,1664
base16,A,7,xy_fraction6,0.0010151836668469416,393,470
base16,A,17,xy_fraction6,-0.0012635323761033268,538,439
base16,A,37,xy_fraction6,0.001982988936912067,414,569
base16,A,7,xy_fraction4,0.0008596831775458114,403,468
base16,A,17,xy_fraction4,-0.0013437207853039812,546,441
