tag,reference,condition,seed,delta,low,high
combined23,geometry19,xy_fraction6,17,0.0027019337851399428,-0.00034717164022704804,0.006030439014738023
combined23,geometry19,xy_fraction6,37,0.003709276218081148,0.00037071681372811694,0.007782014188397584
combined23,geometry19,xy_fraction6,mean3,0.003140698354928214,0.0007982579680554057,0.006047224515469442
combined23,geometry19,xy_fraction4,7,0.0031949025821628174,0.0012543646489070527,0.006318549432778474
combined23,geometry19,xy_fraction4,17,0.002834267006902591,-0.0002160216687361688,0.006248906849840099
combined23,geometry19,xy_fraction4,37,0.00390642750400827,0.0006138179113763853,0.00797158354552899
combined23,geometry19,xy_fraction4,mean3,0.003311865697691226,0.0010607889968761313,0.006253742001549272
combined23,geometry19,kept_single,7,0.0016899031664222575,-0.0006954805565644234,0.004998590291887928
combined23,geometry19,kept_single,17,-0.0007020612051356068,-0.004835475461872638,0.004008147329244701
combined23,geometry19,kept_single,37,-0.0008837058361944594,-0.00653825990118857,0.003547961692974866
combined23,geometry19,kept_single,mean3,3.471204169739709e-05,-0.0014736991708742273,0.0017209743108669866
combined23,geometry19,sparse_single,7,0.001270345710469245,-0.000888097934901888,0.0033150717959073046
combined23,geometry19,sparse_single,17,-0.00042660822774509555,-0.003005588014198901,0.0015122408077403926
combined23,geometry19,sparse_single,37,0.0019220368553437561,-0.0017235560181243724,0.007659699719450709
combined23,geometry19,sparse_single,mean3,0.0009219247793559685,-0.00017776368220773036,0.0026130199411543644
combined23,geometry19,sparse_context,7,0.0021684219441926444,-0.00025254700063929156,0.00538486204734274
combined23,geometry19,sparse_context,17,0.0018494485297649854,-0.0011507354952833171,0.004758822136610601
combined23,geometry19,sparse_context,37,0.002712155916635095,-0.0008740171381600409,0.00752746190344264
combined23,geometry19,sparse_context,mean3,0.002243342130197575,0.00010454464779322548,0.004833362723572157
combined23,geometry19,composite,7,0.0028612170894302125,0.0012550396838706985,0.005541404612135975
combined23,geometry19,composite,17,0.0016919584279724287,0.0003733546913889829,0.003701585611871314
combined23,geometry19,composite,37,0.0018760854230081003,-0.0007733261743809866,0.005171029234955401
combined23,geometry19,composite,mean3,0.0021430869801369137,0.0010684023361268178,0.0038665192386268493
combined23,distribution20,clean,7,3.572591357081656e-05,-0.0028227393121587284,0.002194542569764257
combined23,distribution20,clean,17,8.126517005857536e-05,-0.001450091060319858,0.0014432597800862544
combined23,distribution20,clean,37,-0.000558651518100195,-0.002238159529423461,0.0010184223539673998
combined23,distribution20,clean,mean3,-0.00014722014482360102,-0.0017178642675849288,0.0010503675012838115
combined23,distribution20,uniform_half_0,7,0.0002375208424534314,-0.0028214519452424256,0.0028663876118174745
combined23,distribution20,uniform_half_0,17,-0.0006269034314854149,-0.0020606732706835995,0.0005632022836777238
combined23,distribution20,uniform_half_0,37,2.7274682125599803e-05,-0.0023063589832660993,0.0018750859223008061
combined23,distribution20,uniform_half_0,mean3,-0.00012070263563546124,-0.0019115899767995121,0.0012967835944747376
combined23,distribution20,uniform_half_1,7,0.0016954592891085252,-0.0009650478467549712,0.004369545987372503
combined23,distribution20,uniform_half_1,17,-0.0008578037021531593,-0.0026956733863747555,0.000743361140753617
