tag,reference,seed,condition,delta_macro_f1,new_errors,repaired_errors
less_shape16,dedup20,17,uniform_half_2,0.000321431027251573,387,409
less_shape16,dedup20,37,uniform_half_2,0.0011244638642224913,337,423
less_shape16,dedup20,7,uniform_quarter_0,0.00026403234164573686,445,464
less_shape16,dedup20,17,uniform_quarter_0,-8.16413060080734e-05,459,449
less_shape16,dedup20,37,uniform_quarter_0,0.001013353185431498,464,542
less_shape16,dedup20,7,uniform_quarter_1,0.0003241505616753404,449,472
less_shape16,dedup20,17,uniform_quarter_1,-9.48909350115823e-05,472,461
less_shape16,dedup20,37,uniform_quarter_1,0.0017844964761926096,426,562
less_shape16,dedup20,7,uniform_quarter_2,6.905238396059943e-05,476,479
less_shape16,dedup20,17,uniform_quarter_2,2.5531431068204213e-05,468,466
less_shape16,dedup20,37,uniform_quarter_2,0.0008200901720289977,432,495
less_shape16,dedup20,7,central_half,-0.00060395965889537,455,407
less_shape16,dedup20,17,central_half,-0.0007219621027424461,462,405
less_shape16,dedup20,37,central_half,-0.0008193380244624349,417,354
less_shape16,dedup20,7,xy_fraction6,0.000857934751489875,270,336
less_shape16,dedup20,17,xy_fraction6,0.0003459834108144877,300,325
less_shape16,dedup20,37,xy_fraction6,0.0003798961263518086,285,314
less_shape16,dedup20,7,xy_fraction4,0.0008836943493581995,265,333
less_shape16,dedup20,17,xy_fraction4,0.0002780540574296442,304,324
less_shape16,dedup20,37,xy_fraction4,0.00037924096040675703,276,305
less_shape16,dedup20,7,kept_single,-0.0017348417945763916,576,442
less_shape16,dedup20,17,kept_single,-0.0007990722222125379,551,485
less_shape16,dedup20,37,kept_single,0.00016336088615354072,533,545
less_shape16,dedup20,7,sparse_single,-0.0014603393259268183,663,522
less_shape16,dedup20,17,sparse_single,0.0025305800855753846,554,797
less_shape16,dedup20,37,sparse_single,-0.0006243318338798876,681,622
less_shape16,dedup20,7,sparse_context,-0.0014323181850661726,611,473
less_shape16,dedup20,17,sparse_context,0.0023588160486638365,423,652
less_shape16,dedup20,37,sparse_context,-0.0006822754214032001,567,501
