tag,seed,condition,samples,accuracy,macro_f1,f1_class0,f1_class1,recall_class0,recall_class1,true0_pred0,true0_pred1,true1_pred0,true1_pred1
no_rcs18,17,uniform_quarter_0,80450,0.9455562461155997,0.9430601897748315,0.931138571832846,0.9549818077168171,0.9694241660392182,0.9309460353084985,29613,934,3446,46457
no_rcs18,17,uniform_quarter_1,80450,0.9458172778123057,0.9433143315492155,0.9314029427964434,0.9552257203019876,0.9687694372606148,0.9317676292006493,29593,954,3405,46498
no_rcs18,17,uniform_quarter_2,80450,0.9447607209446861,0.942237617312505,0.9301653152303727,0.9543099193946373,0.9688676465774053,0.9300042081638379,29596,951,3493,46410
no_rcs18,17,central_half,80450,0.9430453697949037,0.9409616418793412,0.9298702093792091,0.9520530743794734,0.9944348053818706,0.9115884816544095,30377,170,4412,45491
no_rcs18,17,xy_fraction6,80450,0.9627470478558111,0.9606382841144525,0.9515276003170033,0.9697489679119016,0.9629750875699742,0.9626074584694307,29416,1131,1866,48037
no_rcs18,17,xy_fraction4,80450,0.9628464885021752,0.9607443083351168,0.9516601167661282,0.9698284999041054,0.9631715062035552,0.9626475362202673,29422,1125,1864,48039
no_rcs18,17,kept_single,80450,0.9381106277190802,0.935544907303297,0.9226851348623426,0.9484046797442514,0.972599600615445,0.9169989780173536,29710,837,4142,45761
no_rcs18,17,sparse_single,97734,0.9449628583706796,0.9444810103190454,0.9496532165220566,0.9393088041160342,0.9896605540382365,0.8956620906313207,50730,530,4849,41625
no_rcs18,17,sparse_context,97734,0.9531790369779196,0.9529039090242579,0.9565035549979088,0.9493042630506071,0.9815450643776824,0.9218918104746741,50314,946,3630,42844
no_rcs18,37,clean,80450,0.9656929770043505,0.9637775333495651,0.9554479418886198,0.9721071248105103,0.9688349101384751,0.9637697132436928,29595,952,1808,48095
no_rcs18,37,uniform_half_0,80450,0.9559975139838409,0.9538093795993072,0.9437559580552908,0.9638628011433238,0.9722722362261433,0.946035308498487,29700,847,2693,47210
no_rcs18,37,uniform_half_1,80450,0.9563331261653201,0.9541441969804026,0.9441254592591415,0.9641629347016638,0.9716175074475398,0.9469771356431477,29680,867,2646,47257
no_rcs18,37,uniform_half_2,80450,0.9559602237414543,0.9537668199410716,0.9436966643888951,0.9638369754932481,0.9720103447147019,0.9461355028755786,29692,855,2688,47215
no_rcs18,37,uniform_quarter_0,80450,0.9465382224984462,0.9440661338542004,0.9323071596077875,0.9558251081006132,0.9695878482338691,0.9324289120894536,29618,929,3372,46531
no_rcs18,37,uniform_quarter_1,80450,0.9468489745183344,0.9443683899542263,0.9326210960889981,0.9561156838194544,0.9687694372606148,0.9334308558603691,29593,954,3322,46581
no_rcs18,37,uniform_quarter_2,80450,0.9464387818520821,0.9439535069678181,0.9321513486277535,0.9557556653078827,0.968998592333126,0.9326293008436367,29600,947,3362,46541
no_rcs18,37,central_half,80450,0.9424984462399005,0.9404142807319,0.9292703810164515,0.9515581804473486,0.9948276426490327,0.9104663046309841,30389,158,4468,45435
no_rcs18,37,xy_fraction6,80450,0.965655686761964,0.9637366286296525,0.9553944755662463,0.9720787816930586,0.9686712279438243,0.9638097909945293,29590,957,1806,48097
no_rcs18,37,xy_fraction4,80450,0.9655189558732131,0.963591598018162,0.9552147239263804,0.9719684721099434,0.968442072871313,0.9637296354928562,29583,964,1810,48093
no_rcs18,37,kept_single,80450,0.9400372902423866,0.9374605271656252,0.9247660636306925,0.950154990700558,0.9705699414017743,0.9213474139831273,29648,899,3925,45978
no_rcs18,37,sparse_single,97734,0.9425276771645487,0.9420182456941602,0.9474531081902802,0.93658338319804,0.9878852906749902,0.8924990317166588,50639,621,4996,41478
no_rcs18,37,sparse_context,97734,0.9518693596905887,0.9515903311839788,0.9552656104380243,0.9479150519299333,0.9798088177916504,0.9210526315789473,50225,1035,3669,42805
less_shape16,7,clean,80450,0.9822001243008079,0.9811944762939411,0.9768457135465511,0.985543239041331,0.9888696107637411,0.9781175480432038,30207,340,1092,48811
less_shape16,7,uniform_half_0,80450,0.9784959602237414,0.9773204009117666,0.9721569511056748,0.9824838507178584,0.9887059285690902,0.9722461575456386,30202,345,1385,48518
less_shape16,7,uniform_half_1,80450,0.9782349285270354,0.9770452364402145,0.9718194254445964,0.9822710474358325,0.9883785641797885,0.9720257299160371,30192,355,1396,48507
less_shape16,7,uniform_half_2,80450,0.9779117464263518,0.9767091113701547,0.971416622432402,0.9820016003079074,0.9885095099355092,0.9714245636534877,30196,351,1426,48477
less_shape16,7,uniform_quarter_0,80450,0.970627719080174,0.9690901489643874,0.9621962340217896,0.9759840639069852,0.9844501915081677,0.9621666032102278,30072,475,1888,48015
less_shape16,7,uniform_quarter_1,80450,0.9713735239279055,0.9698785080981354,0.9631679114622483,0.9765891047340225,0.9857596490653747,0.962567380718594,30112,435,1868,48035
less_shape16,7,uniform_quarter_2,80450,0.970627719080174,0.9691023850453953,0.962237315221734,0.9759674548690567,0.9855632304317936,0.9614852814460052,30106,441,1922,47981
less_shape16,7,central_half,80450,0.9658918582970789,0.9643401321953486,0.9569014261481434,0.9717788382425538,0.9972174026909353,0.9467166302627097,30462,85,2659,47244
less_shape16,7,xy_fraction6,80450,0.9822125543816035,0.981207266191515,0.976860760312404,0.985553772070626,0.9888368743248109,0.9781576257940404,30206,341,1090,48813
less_shape16,7,xy_fraction4,80450,0.982224984462399,0.9812209690956544,0.9768787996378218,0.9855631385534871,0.9889350836416014,0.9781175480432038,30209,338,1092,48811
less_shape16,7,kept_single,80450,0.9675574891236793,0.9659040746786614,0.9583957662511556,0.9734123831061671,0.984122827118866,0.957417389736088,30062,485,2125,47778
less_shape16,7,sparse_single,97734,0.9549696113941925,0.9547006400498642,0.9581912316534461,0.9512100484462823,0.9838470542333203,0.9231183027068899,50432,828,3573,42901
less_shape16,7,sparse_context,97734,0.9657028260380216,0.9655354956130628,0.9679369452096724,0.9631340460164532,0.9870464299648849,0.9421612084176099,50596,664,2688,43786
less_shape16,17,clean,80450,0.9814294592914854,0.9803871689806495,0.9758658568105454,0.9849084811507536,0.9888041378858807,0.9769152155181051,30205,342,1152,48751
less_shape16,17,uniform_half_0,80450,0.97775015537601,0.9765461159245811,0.971232040114429,0.9818601917347332,0.9891642387141126,0.9707632807646834,30216,331,1459,48444
less_shape16,17,uniform_half_1,80450,0.9774518334369173,0.9762282607283669,0.9708350750828001,0.9816214463739337,0.9883785641797885,0.9707632807646834,30192,355,1459,48444
less_shape16,17,uniform_half_2,80450,0.9773523927905532,0.9761296616661925,0.970727161723595,0.98153216160879,0.9889678200805316,0.9702422700038074,30210,337,1485,48418
less_shape16,17,uniform_quarter_0,80450,0.9697700435052827,0.9682198686726824,0.9612009827382662,0.9752387546070985,0.9861852227714669,0.9597218604091938,30125,422,2010,47893
less_shape16,17,uniform_quarter_1,80450,0.9705034182722188,0.9689817062810719,0.9621114144752598,0.9758519980868839,0.9863161685271876,0.960823998557201,30129,418,1955,47948
less_shape16,17,uniform_quarter_2,80450,0.9697949036668738,0.9682514966836272,0.9612514351320322,0.9752515582352222,0.9867090057943497,0.9594413161533375,30141,406,2024,47879
less_shape16,17,central_half,80450,0.9658794282162834,0.9643250082710485,0.9568782694754701,0.971771747066627,0.9970209840573543,0.9468168246398012,30456,91,2654,47249
less_shape16,17,xy_fraction6,80450,0.9814667495338719,0.98042667064233,0.9759147080203537,0.9849386332643063,0.9888696107637411,0.9769352543935235,30207,340,1151,48752
less_shape16,17,xy_fraction4,80450,0.9814045991298943,0.9803602001677998,0.9758312061779056,0.9848891941576938,0.98867319213016,0.9769552932689417,30201,346,1150,48753
less_shape16,17,kept_single,80450,0.9667992541951522,0.9651614960746182,0.9576078848381926,0.9727151073110437,0.9875928896454643,0.95407089754123,30168,379,2292,47611
less_shape16,17,sparse_single,97734,0.9559723330673051,0.9557045515211624,0.9591486049006485,0.9522604981416763,0.9854662504877097,0.9234410638206308,50515,745,3558,42916
less_shape16,17,sparse_context,97734,0.9668385618106289,0.9666752888653594,0.9690078890748267,0.9643426886558921,0.9884315255559891,0.9430219047209192,50667,593,2648,43826
less_shape16,37,clean,80450,0.9836668738346799,0.9827119119076144,0.9786487276981574,0.9867750961170716,0.985825121943235,0.9823457507564676,30114,433,881,49022
less_shape16,37,uniform_half_0,80450,0.979763828464885,0.9785803991172362,0.973545661358466,0.9836151368760064,0.9806527645922677,0.9792196861912109,29956,591,1037,48866
less_shape16,37,uniform_half_1,80450,0.9797762585456805,0.9785950120277565,0.9735666357979562,0.9836233882575567,0.9808491832258487,0.9791194918141194,29962,585,1042,48861
less_shape16,37,uniform_half_2,80450,0.979763828464885,0.9785875406630258,0.9735688541091665,0.9836062272168852,0.9815366484433823,0.9786786365549165,29983,564,1064,48839
less_shape16,37,uniform_quarter_0,80450,0.9717339962709758,0.9701406636503542,0.9632431383958879,0.9770381889048205,0.97541493436344,0.9694807927379115,29796,751,1523,48380
less_shape16,37,uniform_quarter_1,80450,0.9729894344313238,0.9714698108327977,0.964885348157006,0.9780542735085894,0.9773463842603202,0.9703224255054806,29855,692,1481,48422
less_shape16,37,uniform_quarter_2,80450,0.9723306401491609,0.9707727124538195,0.9640248238412309,0.9775206010664081,0.976364291092415,0.9698615313708595,29825,722,1504,48399
less_shape16,37,central_half,80450,0.9704661280298322,0.9690289833544226,0.9623574144486692,0.9757005522601759,0.9942711231872197,0.9558944352042963,30372,175,2201,47702
less_shape16,37,xy_fraction6,80450,0.9836171535114978,0.9826597134618286,0.978585123322393,0.9867343036012641,0.985825121943235,0.9822655952547943,30114,433,885,49018
less_shape16,37,xy_fraction4,80450,0.9835798632691113,0.9826199215092426,0.9785353330191898,0.9867045099992955,0.9857269126264445,0.9822655952547943,30111,436,885,49018
less_shape16,37,kept_single,80450,0.9690739589807333,0.9674150847344056,0.9600629233683264,0.9747672461004848,0.9789832062068288,0.963008235977797,29905,642,1846,48057
less_shape16,37,sparse_single,97734,0.9552458714469888,0.9550043782200303,0.9583007607680134,0.9517079956720471,0.980491611392899,0.9274002668158541,50260,1000,3374,43100
less_shape16,37,sparse_context,97734,0.9663269691202652,0.9661987685781261,0.9682804352645225,0.9641171018917298,0.979925868123293,0.9513276240478548,50231,1029,2262,44212
